track_name,artist_name,release_date,danceability,energy,valence,tempo,loudness,acousticness,popularity
Don't Worry (feat. Aloe Blacc),Mesto,2019-11-29,0.741,0.733,0.5489999999999999,125.962,-4.572,0.143,54
Lambada,Hr. Troels,2020-01-31,0.6890000000000001,0.795,0.513,126.082,-4.633,0.15,64
Tonight Tonight,MOTi,2020-01-24,0.617,0.677,0.322,125.129,-5.632000000000001,0.0102,33
Gimme! Gimme! Gimme!,GAMPER & DADONI,2019-11-29,0.62,0.748,0.417,125.999,-5.36,0.0151,71
Life Is a Highway,Ruan Nagel,2020-05-30,0.72,0.433,0.452,129.983,-12.389,0.000415,62
Fallen Angel,TIX,2021-02-20,0.542,0.647,0.281,92.999,-4.973,0.071,76
What A Time (feat. Niall Horan),Julia Michaels,2019-01-24,0.516,0.467,0.386,132.861,-6.184,0.662,79
GUACAMOLE HOT DOG,Kaayne,2021-02-26,0.7809999999999999,0.667,0.6559999999999999,173.921,-9.094,0.264,26
COMMANDO,SINAN,2021-02-26,0.773,0.7509999999999999,0.799,98.104,-4.906000000000001,0.5489999999999999,66
I Don’t (with DVBBS),Johnny Orlando,2021-03-24,0.7,0.792,0.711,117.031,-5.002,0.00532,66
What A Life,Scarlet Pleasure,2019-02-01,0.716,0.5720000000000001,0.64,113.779,-5.095,0.799,63
Hurts So Good,Astrid S,2021-03-05,0.672,0.625,0.423,120.038,-5.0680000000000005,0.0774,68
Voices,Tusse,2021-02-27,0.503,0.759,0.396,90.015,-5.222,0.00237,78
Ramenez la coupe à la maison,Vegedream,2018-07-20,0.8079999999999999,0.6609999999999999,0.804,107.992,-6.237,0.0358,78
beside you,keshi,2021-04-23,0.711,0.747,0.852,136.0,-6.335,0.4589999999999999,76
Ani Kuni,Polo & Pan,2021-05-07,0.6609999999999999,0.623,0.0491,121.002,-6.157,0.198,60
Geronimo,Sheppard,2015-01-12,0.705,0.78,0.457,142.028,-6.267,0.456,69
Mo Bamba,Sheck Wes,2018-10-05,0.7290000000000001,0.625,0.261,146.034,-5.266,0.1939999999999999,78
Whatta Man,Salt-N-Pepa,1993-10-12,0.757,0.544,0.921,173.208,-10.722,0.154,67
Runaway,AURORA,2016-03-11,0.327,0.285,0.133,172.52700000000002,-10.13,0.618,38
Pierre,Ryn Weaver,2015-08-28,0.607,0.8270000000000001,0.552,100.062,-4.282,0.289,71
Arcade,Duncan Laurence,2020-11-12,0.4529999999999999,0.35,0.2789999999999999,72.017,-11.639,0.8270000000000001,82
Hurts So Good - Maximillian & Kina Version,Astrid S,2021-03-26,0.667,0.4379999999999999,0.2319999999999999,119.817,-7.515,0.0409999999999999,57
i don't want you to love me,Mike Vallas,2021-03-19,0.522,0.6759999999999999,0.471,160.064,-6.372999999999999,0.0961,43
Teeth,5 Seconds of Summer,2020-03-27,0.745,0.4539999999999999,0.43,139.007,-2.986,0.0437,59
In The End,Tommee Profitt,2019-03-22,0.526,0.6709999999999999,0.102,88.03299999999999,-7.445,0.308,63
Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,BRS Kash,2021-01-22,0.871,0.49,0.392,131.996,-8.087,0.0111,65
No More ?'s,Eazy-E,1988-09-13,0.935,0.805,0.624,105.641,-4.782,0.0143,65
Godspeed,James Blake,2020-09-11,0.395,0.174,0.221,73.773,-10.313,0.916,68
Just Dance,Lady Gaga,2008-01-01,0.8220000000000001,0.7390000000000001,0.745,118.992,-4.541,0.0264,76
Imagination,Shawn Mendes,2015-04-14,0.64,0.455,0.3329999999999999,89.948,-5.942,0.0743,74
Let You Down,NF,2017-10-06,0.662,0.7140000000000001,0.4639999999999999,147.997,-5.68,0.312,82
Hold On,Chord Overstreet,2017-02-03,0.618,0.4429999999999999,0.1669999999999999,119.949,-9.681,0.469,82
IDK You Yet,Alexander 23,2020-06-23,0.648,0.308,0.198,76.997,-11.729,0.8859999999999999,81
Someone To You,BANNERS,2017-11-03,0.4679999999999999,0.936,0.6629999999999999,75.05,-3.683,0.0056799999999999,77
Baby I'm Yours,Breakbot,2012-09-17,0.8290000000000001,0.792,0.758,118.05,-3.755,0.726,69
Down,Jay Sean,2009-01-01,0.657,0.695,0.6829999999999999,65.997,-4.493,0.0108,62
Lonely (with benny blanco),Justin Bieber,2020-10-16,0.631,0.226,0.0765,79.968,-7.257000000000001,0.879,61
The Search,NF,2019-05-30,0.789,0.7859999999999999,0.39,119.957,-4.788,0.596,73
Milkshake,BBY KODIE,2021-02-16,0.872,0.534,0.544,110.035,-11.152,0.00518,70
bury a friend,Billie Eilish,2019-03-29,0.905,0.389,0.196,120.046,-14.505,0.74,79
Stitches,Shawn Mendes,2015-04-14,0.746,0.754,0.746,149.882,-6.684,0.0152,77
Renegades,X Ambassadors,2015-06-30,0.526,0.862,0.528,90.052,-6.002999999999999,0.0144,77
Money Trees,Kendrick Lamar,2012-10-22,0.716,0.531,0.344,71.994,-7.355,0.0703,70
Toxic,Digga D,2021-02-17,0.647,0.62,0.276,140.221,-8.37,0.217,66
Maps,Maroon 5,2014-09-02,0.742,0.713,0.879,120.032,-5.522,0.0205,80
Home,Phillip Phillips,2012-01-01,0.606,0.826,0.322,121.04,-6.04,0.0256,60
SAD,Rasster,2020-08-28,0.738,0.9,0.595,124.985,-4.1530000000000005,0.275,46
You Need To Calm Down,Taylor Swift,2019-08-23,0.7709999999999999,0.6709999999999999,0.7140000000000001,85.02600000000001,-5.617000000000001,0.00929,79
Dura,Daddy Yankee,2018-01-18,0.7829999999999999,0.84,0.8390000000000001,95.001,-3.4160000000000004,0.174,72
I Really Like You,Carly Rae Jepsen,2015-01-01,0.62,0.805,0.586,122.062,-5.537999999999999,0.00564,69
Better Days,Hedley,2017-09-29,0.355,0.728,0.6459999999999999,93.203,-4.395,0.368,55
Carol Of The Bells,Lindsey Stirling,2018-10-19,0.2269999999999999,0.66,0.27,167.956,-5.992999999999999,0.0274,59
Bored,Billie Eilish,2017-03-30,0.614,0.318,0.1119999999999999,119.959,-12.695,0.8959999999999999,77
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-08-28,0.8,0.6579999999999999,0.462,140.042,-6.142,0.25,83
parents,YUNGBLUD,2019-10-18,0.618,0.823,0.58,82.00399999999999,-4.76,0.0132,76
the remedy for a broken heart (why am I so in love),XXXTENTACION,2019-09-06,0.6990000000000001,0.304,0.271,119.705,-11.192,0.779,53
Chun Swae (feat. Swae Lee),Nicki Minaj,2018-08-10,0.848,0.422,0.212,141.00799999999998,-8.019,0.0651,45
How You Like That,BLACKPINK,2020-06-26,0.828,0.782,0.351,130.013,-4.013999999999999,0.0694,16
Heart Attack,Demi Lovato,2013-01-01,0.504,0.785,0.502,173.968,-4.802,0.0738,78
Walk (feat. Lil Baby & 42 Dugg),Rylo Rodriguez,2020-11-27,0.7879999999999999,0.4029999999999999,0.239,159.642,-9.204,0.0715,57
Stayin' Alive,Bee Gees,1977-12-13,0.7070000000000001,0.535,0.6409999999999999,103.644,-19.793,0.113,69
Brooklyn Baby,Lana Del Rey,2014-01-01,0.4039999999999999,0.664,0.0949,107.747,-6.6979999999999995,0.542,75
Poker Face,Lady Gaga,2008-01-01,0.851,0.8059999999999999,0.787,118.999,-4.62,0.118,77
National Anthem,Lana Del Rey,2012-01-01,0.532,0.899,0.436,85.0,-5.935,0.531,68
Somebody To You,The Vamps,2014-01-01,0.526,0.818,0.8959999999999999,171.96,-5.952000000000001,0.0587,76
He's a Pirate,Klaus Badelt,2003-01-01,0.4529999999999999,0.695,0.126,70.425,-10.953,0.0223,61
Latest Trends,A1 x J1,2021-02-04,0.716,0.513,0.8,141.894,-10.159,0.085,81
VI SKA BLI FULLA,Ringnes-Ronny,2021-01-22,0.612,0.616,0.8190000000000001,127.948,-8.104,0.00879,63
Problems,DeathbyRomy,2019-10-04,0.7609999999999999,0.5539999999999999,0.381,145.015,-4.583,0.226,70
Sofia,Clairo,2019-08-02,0.7440000000000001,0.619,0.6409999999999999,112.997,-9.805,0.598,83
Ett steg fram,Junie,2020-09-18,0.6709999999999999,0.726,0.647,165.0,-5.928999999999999,0.0398,49
Baby,Justin Bieber,2010-01-01,0.728,0.8590000000000001,0.535,65.043,-5.237,0.0401,78
How Bad Can I Be?,Ed Helms,2012-01-01,0.795,0.866,0.76,97.992,-5.377999999999999,0.0708,61
Bubble Gum (with Yandel),Lele Pons,2021-01-21,0.86,0.815,0.6920000000000001,90.074,-3.489,0.1939999999999999,59
Around the World,Daft Punk,1997-01-16,0.956,0.795,0.841,121.294,-5.311,0.00356,76
Bitter,FLETCHER,2020-05-13,0.7240000000000001,0.594,0.413,136.002,-7.126,0.3929999999999999,74
Animals,Maroon 5,2014-09-02,0.2789999999999999,0.742,0.3279999999999999,189.868,-6.46,0.000185,80
Higher,Eminem,2020-12-18,0.733,0.82,0.525,148.0,-4.758,0.0143,73
Potential Breakup Song,Aly & AJ,2007-01-01,0.5720000000000001,0.89,0.765,158.03799999999998,-4.138999999999999,0.00082,71
Coke & Mentos,salem ilese,2020-11-17,0.605,0.6629999999999999,0.75,183.361,-5.396,0.6709999999999999,60
Pilfingerdansen - Norsk Versjon,Apekatten,2020-11-13,0.846,0.8140000000000001,0.792,128.964,-7.966,0.013,40
Love You Less,Marcus & Martinus,2020-10-02,0.6940000000000001,0.589,0.6779999999999999,82.014,-5.553,0.0407,44
Make You Mine,PUBLIC,2019-08-09,0.606,0.799,0.638,103.014,-4.452,0.0128,79
Roses,Finn Askew,2020-07-31,0.713,0.595,0.32,114.972,-5.519,0.5920000000000001,63
Said Sum,Moneybagg Yo,2020-09-18,0.929,0.667,0.2739999999999999,126.998,-6.789,0.0185,72
Pilfingerdansen - Remix,Sigurd Barrett,2020-04-28,0.871,0.725,0.745,128.98,-9.506,0.238,47
Judas,Lady Gaga,2011-05-23,0.664,0.934,0.53,130.982,-3.848,0.00108,69
MotorSport,Migos,2018-01-26,0.904,0.518,0.188,137.996,-5.32,0.0305,74
Take A Slice,Glass Animals,2016-08-26,0.623,0.6609999999999999,0.63,151.97,-7.0,0.0212,73
Marlboro Nights,Lonely God,2018-06-28,0.466,0.823,0.782,175.797,-6.635,0.00237,74
Call Me Maybe,Carly Rae Jepsen,2012-01-01,0.7829999999999999,0.58,0.66,120.021,-6.547999999999999,0.0114,79
Trap Queen,Fetty Wap,2015-09-25,0.746,0.873,0.8170000000000001,148.075,-3.803,0.0244,67
Maniac,Conan Gray,2020-03-20,0.628,0.639,0.493,108.045,-5.46,0.00162,84
The Sweet Escape,Gwen Stefani,2006-01-01,0.7559999999999999,0.77,0.73,119.961,-3.502,0.191,69
Touch It,Busta Rhymes,2006-01-01,0.6579999999999999,0.551,0.442,138.335,-6.62,0.0043,66
I Kissed A Girl,Katy Perry,2008-06-17,0.6990000000000001,0.76,0.696,129.996,-3.173,0.00223,74
Everything Is Not As It Seems - Series Theme Song,Selena Gomez,2009-01-01,0.7959999999999999,0.7659999999999999,0.921,124.896,-5.937,0.0549,52
Stay,Zedd,2017-02-23,0.69,0.622,0.544,102.04,-5.025,0.253,77
Boombastic,Shaggy,1995-07-11,0.867,0.5379999999999999,0.7809999999999999,158.328,-16.183,0.242,72
Crash Flow (Aint Trippin),Rae Rae,2020-12-04,0.8809999999999999,0.518,0.5870000000000001,77.58,-8.597000000000001,0.106,47
Yahhh!,Soulja Boy,2007-01-01,0.72,0.81,0.794,154.028,-1.7480000000000002,0.118,56
successful,Ariana Grande,2018-08-17,0.847,0.603,0.735,114.045,-4.607,0.107,67
Get Off The Corner,Lil Wayne,2000-12-19,0.628,0.8029999999999999,0.664,178.429,-6.301,0.00778,29
I Wanna Love You,Akon,2006-01-01,0.865,0.45,0.352,99.989,-9.387,0.0359,71
Swish Swish,Katy Perry,2017-06-09,0.838,0.705,0.583,119.953,-5.2010000000000005,0.0184,69
Vad söt du e,Rasmus Gozzi,2020-11-05,0.61,0.752,0.907,134.1,-5.876,0.0898,44
FEEL SOMETHING DIFFERENT,Bea Miller,2020-10-22,0.78,0.7140000000000001,0.373,124.999,-4.716,0.121,60
She Will Be Loved,Jemme,2020-10-09,0.721,0.65,0.349,102.009,-4.466,0.2789999999999999,50
Potential Breakup Song,Aly & AJ,2020-12-29,0.5539999999999999,0.899,0.556,157.995,-4.149,0.000469,70
Stuck with U (with Justin Bieber),Ariana Grande,2020-05-08,0.597,0.45,0.537,178.765,-6.6579999999999995,0.223,85
Rain On Me (with Ariana Grande),Lady Gaga,2020-05-22,0.672,0.855,0.6459999999999999,123.056,-3.764,0.021,81
Dance Dance Dance,Astrid S,2020-06-05,0.564,0.561,0.52,195.901,-7.616,0.331,1
OK Not To Be OK,Marshmello,2020-09-10,0.743,0.8370000000000001,0.263,103.072,-5.025,0.0172,79
Igjen Og Igjen (feat. TIX),El Papi,2020-08-07,0.745,0.718,0.7390000000000001,118.037,-5.926,0.127,59
It’s Only A Heartbreak,Dagny,2020-09-04,0.779,0.478,0.862,83.046,-6.747999999999999,0.213,29
What If (I Told You I Like You),Johnny Orlando,2020-05-29,0.735,0.584,0.389,93.111,-5.047,0.188,39
Taco Tuesday,Migos,2020-05-05,0.945,0.65,0.804,129.007,-7.071000000000001,0.000515,61
Hope,Twista,2005-01-01,0.908,0.6659999999999999,0.278,106.913,-6.84,0.262,65
All The Things She Said,t.A.T.u.,2002-01-01,0.603,0.8340000000000001,0.376,89.95700000000001,-5.766,0.0411,77
One More Night,Maroon 5,2012-01-01,0.716,0.821,0.618,92.997,-3.435,0.0558,74
Poison,Bell Biv DeVoe,1990-03-20,0.815,0.5870000000000001,0.754,111.762,-10.161,0.00179,62
Best Day Of My Life,American Authors,2014-01-01,0.6729999999999999,0.902,0.5379999999999999,100.012,-2.392,0.0591,79
Shooting Stars,Bag Raiders,2011-01-01,0.636,0.72,0.425,124.944,-6.195,0.0893,70
The Way I Are,Timbaland,2007-01-01,0.731,0.807,0.765,114.759,-6.492000000000001,0.181,77
Biglang Liko,Ron Henley,2012-01-01,0.882,0.736,0.845,119.967,-4.547,0.0681,24
Mau,Shanti Dope,2017-12-22,0.825,0.76,0.537,125.069,-5.2860000000000005,0.154,52
Binalewala - Original Version,Michael Dutchi Libranda,2019-10-07,0.501,0.57,0.311,139.516,-6.49,0.569,58
Nadarang,Shanti Dope,2017-12-08,0.8390000000000001,0.535,0.693,118.008,-6.968999999999999,0.609,59
Neneng B,Nik Makino,2019-05-15,0.848,0.447,0.353,117.959,-10.56,0.24,4
Shantidope,Shanti Dope,2017-12-08,0.723,0.639,0.655,148.999,-6.468999999999999,0.1989999999999999,52
Buwan,juan karlos,2018-06-22,0.631,0.381,0.36,126.008,-11.808,0.447,62
Araw Araw Love Flow G,Flow G,2020-02-28,0.727,0.5479999999999999,0.792,168.13099999999997,-10.1,0.831,47
Sa Susunod Na Lang,PDL,2018-09-26,0.595,0.57,0.721,84.929,-6.232,0.104,64
The Zebbiaanaa,Flow G,2019-12-13,0.521,0.349,0.456,84.561,-10.384,0.898,49
Hayaan Mo Sila (Inspired by I'm the One),Ex Battalion,2017-08-19,0.7240000000000001,0.684,0.765,80.00399999999999,-4.919,0.718,0
Ngayong Gabi,Al James,2017-08-14,0.865,0.628,0.433,116.009,-7.614,0.594,57
Akala Ko Nung Una (feat. Future Thug),O.C. Dawgs,2016-12-16,0.632,0.6809999999999999,0.368,134.915,-3.68,0.225,54
Sa Ngalan Ng Pag-Ibig,December Avenue,2017-04-29,0.518,0.762,0.271,155.985,-3.907,0.0851,65
Bumalik Ka Na Sa'kin,Silent Sanctuary,2013-06-11,0.63,0.585,0.794,123.99,-8.581,0.0039299999999999,54
Kahit Ayaw Mo Na,This Band,2018-11-02,0.662,0.529,0.424,127.584,-8.539,0.341,63
Hayaan Mo Sila,Ex Battalion,2018-01-13,0.708,0.7040000000000001,0.71,80.018,-4.747,0.71,57
Sabi Ko Na Barbie,Power Beats Club,2020-02-25,0.889,0.936,0.977,132.004,-3.361,0.144,20
Dati,Sam Concepcion,2013-01-01,0.601,0.644,0.758,183.905,-5.7410000000000005,0.239,53
Kinikilig,Hazel Faith,2016-05-20,0.7759999999999999,0.6890000000000001,0.897,127.97,-8.552999999999999,0.191,41
Panalo (Trap Cariñosa),Ez Mil,2020-07-27,0.6759999999999999,0.7759999999999999,0.475,139.987,-4.7989999999999995,0.0246,52
Filipina Girl,Billy Crawford,2019-03-22,0.57,0.4629999999999999,0.499,119.675,-7.655,0.6629999999999999,51
Baby Ko Si Kulot,Guthrie Nikolao,2021-02-04,0.833,0.652,0.96,147.05,-7.303,0.2689999999999999,51
Byahe,John Roa,2016-09-30,0.682,0.471,0.56,126.618,-9.486,0.565,73
Dance With You,Skusta Clee,2020-11-19,0.7709999999999999,0.629,0.552,116.0,-7.1,0.0375,71
Nangangamba,Zack Tabudlo,2020-08-07,0.62,0.547,0.208,98.032,-6.772,0.1119999999999999,75
Kathang Isip,Ben&Ben,2017-06-23,0.491,0.314,0.295,126.921,-8.58,0.7759999999999999,70
Dalaga,ALLMO$T,2018-07-23,0.94,0.499,0.537,109.962,-10.123,0.535,54
Dulo,ALLMO$T,2018-11-12,0.789,0.265,0.4479999999999999,109.974,-12.67,0.424,0
Anestisya,JBK,2019-10-04,0.634,0.505,0.479,139.66899999999998,-9.848,0.5870000000000001,9
Nobela,Join The Club,2016-04-01,0.358,0.5479999999999999,0.518,163.434,-5.997999999999999,0.36,62
Hindi Tayo Pwede,The Juans,2018-10-26,0.283,0.281,0.127,79.919,-11.414,0.437,65
Oks Lang,John Roa,2018-02-14,0.313,0.237,0.165,80.13,-14.538,0.855,59
Pagtingin,Ben&Ben,2019-05-12,0.669,0.42,0.523,95.049,-8.464,0.506,65
Akala,Marion Aunor,2018-07-20,0.502,0.185,0.185,125.044,-11.423,0.8640000000000001,51
'Di Na Muli,Janine Teñoso,2018-04-06,0.413,0.561,0.352,88.69,-3.092,0.192,55
Marikit,Juan Caoile,2020-05-21,0.8059999999999999,0.594,0.787,143.016,-7.671,0.5770000000000001,0
Vibe With Me,Matthaios,2019-09-15,0.8170000000000001,0.297,0.4429999999999999,100.031,-13.695,0.722,58
Chinita,Raf Davis,2020-01-25,0.7190000000000001,0.633,0.372,163.97299999999998,-8.543,0.0595,47
Ingatan Mo,Yayoi,2019-10-24,0.596,0.6779999999999999,0.795,159.96200000000002,-6.261,0.765,53
Balang Araw,Inigo Pascual,2020-06-05,0.555,0.723,0.539,104.062,-5.414,0.534,35
Selfie Song,Davey Langit,2017-09-01,0.679,0.855,0.5720000000000001,105.044,-4.137,0.00165,31
Heart React,ALLMO$T,2020-01-24,0.631,0.621,0.499,130.649,-8.632,0.381,44
Dati,Tippy Dos Santos,2015-01-01,0.728,0.6459999999999999,0.758,91.984,-6.105,0.248,47
Walang Gana,King Badger,2019-04-24,0.875,0.485,0.861,126.074,-8.814,0.419,49
Pauwi Nako,PDL,2018-07-28,0.657,0.746,0.467,136.887,-6.277,0.0175,62
Nakakamiss,Smugglaz,2014-11-10,0.768,0.8170000000000001,0.8370000000000001,124.947,-8.243,0.573,52
Tao Lang,Loonie,2013-01-01,0.7609999999999999,0.964,0.807,103.032,-2.784,0.243,50
Kabet,Soulstice,2020-07-10,0.603,0.667,0.79,180.079,-5.156000000000001,0.4529999999999999,32
KLWKN,Music Hero,2019-01-31,0.493,0.3939999999999999,0.375,152.03,-6.997000000000001,0.575,67
Social Media (Damn),ALLMO$T,2020-03-28,0.823,0.674,0.7490000000000001,135.08100000000002,-4.428999999999999,0.0846,37
BamBamBam,Karencitta,2019-01-27,0.825,0.8370000000000001,0.767,120.737,-4.397,0.153,49
Kahit Ganyan Ka,Jr Crown,2020-04-03,0.86,0.578,0.422,100.975,-8.668,0.261,46
Baka Di Tayo,Yayoi,2020-06-23,0.539,0.4039999999999999,0.492,148.005,-8.453,0.574,52
Panalangin,Nik Makino,2020-03-25,0.6809999999999999,0.68,0.191,141.982,-8.107000000000001,0.061,0
Pag Tumingin Ka Akin Ka,Princess Thea,2019-01-10,0.8320000000000001,0.442,0.324,98.03,-9.048,0.713,42
Binibining Dalaga,Vinoh,2020-07-30,0.8290000000000001,0.5710000000000001,0.843,147.884,-7.934,0.255,7
Sayaw Kikay,Star Music Artist,2004-12-06,0.5529999999999999,0.7859999999999999,0.691,147.965,-10.368,0.103,20
Tahong Ni Carla (Budots Bombtek),Power Beats Club,2020-09-01,0.932,0.911,0.98,140.02200000000002,-5.8389999999999995,0.0283,31
Sumayaw Ka,Gloc 9,2007-03-16,0.775,0.6409999999999999,0.8059999999999999,120.053,-10.825,0.0377,40
Need You,Ex Battalion,2017-08-19,0.637,0.596,0.291,74.635,-6.864,0.484,0
Sandali,Because,2018-05-07,0.8009999999999999,0.377,0.3879999999999999,115.035,-14.957,0.237,0
'Di Lahat,Donnalyn,2018-10-05,0.6859999999999999,0.731,0.433,94.008,-6.765,0.281,45
Hindi Ako,Donnalyn,2018-10-05,0.5760000000000001,0.682,0.351,82.47200000000001,-7.634,0.22,27
Baliw Sayo (feat. Bosx1ne),John Roa,2016-09-30,0.5489999999999999,0.5539999999999999,0.687,127.935,-6.6370000000000005,0.846,52
Parokyana,Geo Ong,2018-12-21,0.758,0.703,0.75,175.99400000000003,-6.693,0.0994,0
Need You,Bosx1ne,2017-01-21,0.637,0.596,0.291,74.635,-6.864,0.484,58
Bounty,Ex Battalion,2020-02-10,0.847,0.584,0.235,132.009,-7.617000000000001,0.0644,52
Pekeng Kaibigan,Geo Ong,2019-02-11,0.953,0.58,0.765,126.057,-9.069,0.315,47
Pwede Ba - Cover Version,Al James,2019-10-20,0.685,0.628,0.471,134.062,-7.488,0.648,48
Tampo,ALLMO$T,2020-05-23,0.763,0.409,0.5670000000000001,150.225,-9.205,0.3,39
Dito Ka Lang,Cash Koo,2020-05-19,0.807,0.446,0.42,91.02,-9.26,0.6940000000000001,29
Bisaya,Kuya Bryan,2018-11-16,0.687,0.8640000000000001,0.936,89.956,-4.262,0.263,34
Lexi,Nik Makino,2018-08-06,0.7040000000000001,0.481,0.178,74.991,-11.796,0.00265,4
Bagay Tayo,ALLMO$T,2018-12-04,0.804,0.557,0.645,100.053,-8.658,0.322,0
Ikaw Lang,Kiyo,2019-05-10,0.705,0.499,0.5,79.992,-8.554,0.317,62
Sama-Sama,Ex Battalion,2019-04-12,0.723,0.82,0.852,66.993,-5.5920000000000005,0.102,48
Chito,Matthaios,2020-02-09,0.8079999999999999,0.477,0.677,140.067,-13.901,0.768,37
Cutie Uyyy,Soulthrll,2020-02-09,0.6970000000000001,0.441,0.387,75.045,-7.907,0.0759,59
"Come with Me (feat. Bosx1ne, Flow-G, King Badger & Jroa)",Ex Battalion,2017-04-13,0.555,0.4479999999999999,0.7490000000000001,65.757,-9.133,0.527,52
No Games (feat. King Badger & Skusta Clee),Ex Battalion,2016-09-25,0.8,0.526,0.489,99.019,-8.344,0.174,51
Dati (feat. Skusta Clee),John Roa,2016-09-30,0.522,0.495,0.7070000000000001,167.842,-8.209,0.7340000000000001,59
Follow My Lead,Ex Battalion,2018-06-04,0.6990000000000001,0.674,0.488,100.056,-5.627000000000001,0.2769999999999999,46
Kakaiba (feat. Jroa & Skusta Clee),Ex Battalion,2016-06-05,0.7440000000000001,0.439,0.237,97.043,-9.651,0.425,50
Tell Me,Ex Battalion,2016-12-06,0.815,0.677,0.908,100.019,-6.256,0.5379999999999999,46
Ganda Mo,Cue C,2016-03-17,0.596,0.895,0.365,115.964,-6.557,0.000383,41
Kakaibabe,Donnalyn,2014-08-20,0.82,0.833,0.916,93.006,-5.9079999999999995,0.359,0
Kahit Bata Pa Ako,Aikee,2005-02-02,0.8759999999999999,0.499,0.8859999999999999,90.995,-6.254,0.14,38
Pasipsip Naman (feat. Eman & Third Flo'),Abaddon,2015-04-06,0.7190000000000001,0.6990000000000001,0.794,138.839,-5.289,0.4,38
Di Ako Fuckboy (feat. Agsunta),John Roa,2017-06-01,0.6409999999999999,0.381,0.536,91.052,-12.189,0.809,50
The Love,Flow G,2019-09-28,0.629,0.0474,0.8240000000000001,115.816,-21.211,0.93,42
Baliw Sayo (feat. Bosx1ne),John Roa,2016-08-01,0.5489999999999999,0.5539999999999999,0.687,127.935,-6.6370000000000005,0.846,31
Larawan (feat. Flow G),John Roa,2016-09-30,0.607,0.522,0.665,138.308,-7.542999999999999,0.7,55
Dahil Sayo,Jom,2020-02-23,0.485,0.389,0.2689999999999999,135.02,-10.154,0.302,44
You & I,Ijiboy,2020-03-13,0.772,0.5870000000000001,0.807,135.042,-6.94,0.0748,40
Unreleased,Kakaiboys,2018-04-09,0.657,0.56,0.866,179.764,-9.167,0.39,46
HBD (Birthday Mo),Donnalyn,2018-10-05,0.7829999999999999,0.8270000000000001,0.4629999999999999,90.00200000000001,-5.159,0.11,36
Parokyana Beatbox,krisostomo,2019-08-26,0.924,0.503,0.581,91.938,-11.931,0.3289999999999999,4
"Simpleng Tao - From ""James and Pat and Dave",Zephanie,2020-02-07,0.706,0.527,0.8029999999999999,168.003,-11.349,0.542,37
Goldigs (Masaya Na Ko),Henyong Makata,2020-05-12,0.974,0.69,0.914,109.984,-7.736000000000001,0.155,39
Ikaw Kase,Ex Battalion,2018-08-06,0.7440000000000001,0.679,0.873,80.01,-9.315,0.773,50
Dalaga - Stripped,ALLMO$T,2018-08-02,0.745,0.493,0.392,110.074,-9.274,0.8370000000000001,0
Trip Lang,Shehyee,2013-10-11,0.7509999999999999,0.907,0.556,130.04,-4.73,0.0384,44
Hindi Na Nga,This Band,2018-09-14,0.396,0.413,0.108,136.81799999999998,-11.566,0.0877,59
Napagod Na,Yakusaaa,2020-01-26,0.486,0.341,0.469,77.416,-14.763,0.409,29
Paligoy-ligoy,Nadine Lustre,2014-03-19,0.7609999999999999,0.79,0.937,98.016,-4.47,0.03,40
Halo Halo,SB NewGen,2020-08-28,0.748,0.551,0.358,100.005,-6.687,0.00822,15
Pajama Party,1096 Gang,2021-01-09,0.752,0.607,0.765,88.021,-9.236,0.091,39
Ikaw Ra Gang,Dj Rowel,2020-09-18,0.861,0.624,0.961,140.047,-7.289,0.0582,37
Na-Akit,Henyong Makata,2020-05-23,0.688,0.478,0.852,169.84400000000002,-12.732,0.622,46
Kabilang Buhay,Bandang Lapis,2020-03-20,0.389,0.352,0.203,139.64700000000002,-14.428,0.251,64
My Morena Girl,Hey Joe Show,2017-01-11,0.768,0.374,0.617,125.039,-11.811,0.442,48
Simpleng Tao,Gloc 9,2003-09-01,0.753,0.6859999999999999,0.962,88.009,-5.994,0.18,59
Hinahanap Ng Puso,Gloc 9,2003-09-01,0.7070000000000001,0.552,0.528,140.026,-6.983,0.0162,54
Ginalingan,Ex Battalion,2018-08-06,0.79,0.8,0.861,98.029,-5.547000000000001,0.594,43
Sasamahan Kita (Araw-Araw Ng Puso) [Part 2],Jom,2021-02-14,0.496,0.511,0.346,75.711,-6.735,0.677,57
Sexing Maliit,ALLMO$T,2021-01-25,0.72,0.7809999999999999,0.875,82.01799999999999,-4.7669999999999995,0.488,53
Wag Na Lang,MC Einstein,2020-09-04,0.784,0.529,0.465,126.026,-5.156000000000001,0.115,64
Catching Feelings,Inigo Pascual,2019-08-02,0.64,0.555,0.53,172.11,-6.9639999999999995,0.355,57
Pia,BLYMLDT,2020-01-12,0.84,0.631,0.66,100.011,-8.391,0.474,22
Teka Lang,Emman,2020-03-25,0.586,0.1689999999999999,0.1969999999999999,87.00299999999999,-15.515,0.76,64
Walwal,VVS Collective,2019-09-05,0.6729999999999999,0.5329999999999999,0.384,160.026,-9.498,0.092,55
Need You,Muffin,2018-03-08,0.585,0.574,0.508,147.99200000000002,-10.252,0.365,0
O Pag-ibig,Bailey May,2015-03-07,0.609,0.516,0.61,170.017,-6.94,0.0386,36
